WP,City,Date,WP1,WP2,N1,N2,N3,N4,Carbon,Ozone,Sulpher,OC1,IN1,OC2,IN2,SI
224,Carlsbad,06-02-2019,,39.76,10.16,14.83,24.42,5.03,0.85,20.66,5.42,1.54,,0.46,8759.96,48
225,Modesto,03-07-2015,271.4,391.52,60.58,55.13,89.87,26.56,7.97,40.73,4.66,19.2,4.02,9.3,1915.96,384
226,Edinburg,14-05-2017,84.93,,37.1,25.47,84.49,,1.34,64.35,6.31,0.88,0.39,0.28,19471.96,205
227,Logan,14-12-2019,13.14,25.09,4.93,29.89,21.97,11.68,0.31,21.69,3.36,3.31,1.25,1.83,15671.96,49
228,Sandiago,08-12-2016,55.01,,3.57,14.41,8.48,31.25,0.18,46.76,3.98,0,,0.26,4962.96,75
229,Chico,21-07-2016,13.63,,4.44,13.3,4.71,,1.99,13.1,2.57,0.18,,0.18,13544.96,135
230,Bakersfield,22-06-2019,21.77,74.24,19.43,13.36,30.87,7.03,0.23,0.59,24.06,,,3.3,19102.96,83
231,NewYork,07-06-2019,26.86,60.67,15.98,14.69,27.04,41.48,0.94,20.32,3.86,7.76,5.04,10.26,9800.96,66
232,Texas,05-01-2020,20.65,36.74,50.17,0.58,52.33,6.05,1.2,43.33,17.26,0,,,12305.96,69
233,Sandiago,03-08-2018,68.72,164.04,5.67,21.71,22.02,18.48,0.9,34.71,6.92,1.47,,0.48,15633.96,174
234,LosAngeles,27-02-2020,16.82,36.06,9.09,39.22,34.36,81.13,0.48,14.05,4.29,17.99,2.49,2.32,2887.96,51
235,Camden,06-12-2018,140.62,,9.44,38.47,24.27,,1.83,33.96,1.74,,,0,12343.96,236
236,Sandiago,03-10-2016,67.9,,13.22,11.63,18.47,74.67,1.87,41.19,11.9,6.62,,,4250.96,123
237,LosAngeles,21-12-2019,56.61,119.7,7.03,51.58,31.77,22.47,0.83,24.31,7.75,13.47,1.51,2.03,16941.96,112
238,Edinburg,11-09-2019,99.02,,6.14,24.38,11.81,,0.91,28.43,25.29,44.87,20.86,5.63,17606.96,358
239,Bakersfield,08-01-2015,,,,,30.64,,0,,,0,0,0,16688.96,112
240,Chico,26-08-2018,36.9,,4.37,4.06,10.12,16.26,1.31,12.03,2.38,3.47,,1.57,18644.96,81
241,Carlsbad,29-06-2019,14.25,34.51,16.08,30.94,30.19,10.97,0.98,11.03,6.48,1.63,,0.39,9250.96,63
242,Fresno,16-11-2019,74.19,137.86,20.98,10.39,,4.82,1.36,36.75,34.37,,,,3223.96,146
243,Logan,13-06-2019,46.03,99.77,9.21,28.81,15.08,12.85,1.23,49.54,9.78,8.58,0.5,4.58,12991.96,118
244,Chico,06-06-2019,48.87,,4.99,17.69,15.9,14.73,0.98,37.56,6.92,4.64,,14.87,16526.96,72
245,Texas,31-07-2019,21.91,37.98,8.29,20.8,32.57,8.87,1.49,26.11,18.69,0,,,7038.96,46
246,Sandiago,11-04-2016,26.48,,3.18,17.92,13.06,,0.15,31.95,2.38,0.63,,0.03,17165.96,66
247,Coyhaique,31-07-2018,11.25,33.53,2.04,4.9,1.24,12.33,0.63,36.28,0.71,,,,6648.96,55
248,Carlsbad,09-04-2017,20.39,88.21,11.95,43.81,0,99.36,0.63,21.14,5.53,2.7,,1.92,18119.96,67
249,Sandiago,10-08-2018,77.98,,3.4,15.29,16.58,28.26,0.95,20.7,4.93,0.74,,0.44,7743.96,110
250,Sandiago,21-11-2019,,,6.88,9.31,11.49,46.24,0.87,31.21,6.58,6.67,,1.15,15239.96,388
251,Sandiago,07-10-2016,,,,,,,,3.13,,,,,6831.96,115
252,NewYork,03-04-2018,29.28,63.94,19.08,11.62,20.09,10.74,0.76,21.79,12.65,1.77,2,1.49,19930.96,83
253,Logan,10-09-2019,60.89,128.62,39.47,75.36,55.5,12.48,1.51,23.43,15.52,8.04,4.06,6.17,13403.96,120
254,LosAngeles,03-03-2018,49.69,137.48,4.03,35.08,21.69,34.5,0.6,42.36,9.87,19.14,2.65,1.51,1351.96,128
255,Chico,02-08-2019,150.21,,17.25,35.49,28.83,14.66,1.1,36.47,9.73,1.2,,0.37,1105.96,273
256,Chico,19-11-2015,93.75,,24.65,35.11,,,1.77,15.63,8.7,6.65,,1.84,5538.96,301
257,Sandiago,23-12-2017,103.91,,3.28,15.56,10.09,,0,52.23,4.66,0.29,,0.16,3155.96,322
258,Mexico,23-07-2018,25.54,69.85,8.84,20.62,16.25,6.75,0.7,27.47,7.41,0.06,0.16,0.06,7411.96,73
259,Angol,08-12-2018,39.4,82.72,7.81,11.12,21.82,22.75,0.63,7.72,8.14,2.48,,0.23,2374.96,103
260,Carlsbad,23-09-2018,15.91,29.02,3.62,12.99,13.26,15.73,0.81,9.48,7.53,0.14,,0.12,16234.96,42
261,Padrelascasas,10-03-2018,322.74,,21.42,17.33,34.95,11.02,3.41,27.69,13,,,0,10190.96,112
262,Mexico,18-05-2020,44.5,88.73,2.39,15.05,10.29,8.34,0.74,17.12,11.84,2.91,0.26,0.39,5490.96,124
263,Sandiago,05-06-2016,80.42,,7.27,16.14,18.07,27.34,2.01,47.04,16.05,8.38,,13.84,8659.96,133
264,Edinburg,26-12-2017,96.96,,15.28,39.92,19.57,4.86,1.88,44.66,43.79,30.61,8.94,1.76,17299.96,148
265,Logan,16-12-2019,19.25,43.03,10.94,32.49,24.07,5.13,0.64,27.19,5.51,6.7,1.66,2.24,17486.96,67
266,NewYork,03-07-2020,87.37,150.34,23.23,21.34,40.41,14.47,0.6,32.3,,2.15,6.72,2.75,6748.96,160
267,California,22-04-2020,32.47,39.76,0.76,39.37,48.72,,0.26,45.5,8.79,0.02,,0,14119.96,84
268,Carlsbad,25-11-2018,33.49,64.94,9.73,22.35,33.9,10.43,0.92,46.46,6.15,1.81,,0.35,17597.96,100
269,Sandiago,23-03-2017,60.53,,7.09,20.19,13.29,,0,15.44,3.36,0.21,,0.12,2826.96,120
270,Sandiago,19-03-2018,44.87,,5.93,21.76,21.17,40.44,0.86,41.92,21.46,0.01,,0,2772.96,95
271,Edinburg,30-10-2019,79.03,,10.62,11.48,25.8,,1.39,55.98,3.88,0.71,0.54,0.25,345.96,136
272,Logan,12-04-2015,82.5,119.79,16.06,45.14,52.66,20.58,1.58,31.03,12.8,11.03,9.83,8.39,13455.96,160
273,NewYork,09-06-2019,15.44,70.99,22.34,18.57,,4.63,0,9.85,4.59,,,5.06,5225.96,97
274,Camden,20-06-2018,98.19,204.05,7.9,22.31,28.7,,1.07,37.9,5.24,5.97,,1.9,9443.96,210
275,Carlsbad,04-10-2018,47.16,80.04,3.77,10.03,6.01,5.74,1.08,27.6,3.85,1.27,,0.1,16467.96,142
276,NewYork,13-01-2019,90.48,123.96,19.14,19.86,34.5,15.59,0.82,19.22,,2.37,12.55,4.38,6155.96,149
277,Carlsbad,26-12-2019,13.6,47.62,21.05,17.62,28.33,17.34,0.62,19.17,6.52,1.41,,0.24,16584.96,63
278,Nevada,11-02-2018,60.81,99.86,15.98,14.39,48.92,10.47,0.99,29.47,11.38,,,0.38,19696.96,119
279,Modesto,06-02-2019,57.66,92.04,24.7,42.39,71.35,43.83,1.58,24.62,15.98,25.31,0.27,8.56,15103.96,134
280,Fresno,28-06-2017,,99.36,12.73,8.46,,31.91,0.32,11.33,28.75,,,,10197.96,125
281,Carlsbad,05-04-2019,19.59,29.64,9.13,21.58,14.88,5.3,0.85,28.89,4.8,4.29,,1.62,13588.96,65
282,Fresno,08-10-2017,,80.89,7.18,9.29,,,0.38,14.58,27.15,,,,13721.96,101
283,Sandiago,14-11-2015,42.06,,8.79,18.69,17.01,,0.78,57.05,2.8,7.08,,1.8,17823.96,107
284,Fresno,05-04-2020,,81.72,6.81,7.8,,8.94,0.34,31.61,20.74,,,,6008.96,78
285,Mexico,24-12-2019,24.78,49.47,2.23,17.84,8.61,11.56,0.66,44.81,10.81,7.92,0.12,0.32,2553.96,70
286,LosAngeles,02-05-2015,,,1.79,12.34,16.99,,0.34,29.64,2.97,17.43,1.8,1.55,18146.96,112
287,Logan,26-10-2019,11.93,45.29,15.7,26.96,28.27,47.92,0,19.57,6.07,0,0,0,11981.96,73
288,Carlsbad,01-04-2020,72,152.51,16.93,39.07,11.8,73.63,0.66,16.84,4.45,0.59,,0.67,3152.96,148
289,Sandiago,16-01-2019,43.36,,9.52,16.22,32.56,54.01,0.98,10.3,15.36,0.38,,0.51,3624.96,189
290,NewYork,18-11-2019,85.1,122.62,10.55,10.09,18.05,6.29,0.41,50.69,5.35,2.07,2,2.05,13738.96,142
291,Sandiago,26-08-2015,36.26,,8.58,11.4,15.26,10.55,1.01,6.22,8.67,0,,0,13664.96,94
292,LosAngeles,05-12-2020,12.66,42.69,5.24,21.18,14.96,8.38,0.48,17.15,5.84,11.4,4.64,1.39,15850.96,59
293,Nevada,23-12-2019,52.96,183.09,28.84,32.77,68.82,36.3,0.9,36.72,11.53,,,1.58,2071.96,289
294,Visalia,20-01-2017,110.16,195.44,55.18,56.09,129.48,32.16,0.69,57.03,9.03,28.6,,5.3,13380.96,264
295,Edinburg,05-07-2020,49.74,108.12,14.87,45.75,45.44,7.89,1.04,41.29,6.72,6.97,0.56,2.99,6199.96,140
296,Camden,15-08-2018,46.5,,39.64,36.93,53.5,,0.42,42.05,5.03,,,2.97,1554.96,134
297,Chico,16-09-2017,59.39,,2,10.95,2.44,,1.83,24.97,8.08,0.12,,0.11,2113.96,93
298,NewYork,14-12-2018,57.75,123.9,39.69,26.61,82.66,10.5,,24.26,7.12,1.15,10.46,1.63,10103.96,198
299,Sandiago,26-12-2019,49.7,121.39,4.2,15.39,17.26,9.85,0.82,26.26,13.82,0.27,,0,2465.96,139
300,Carlsbad,01-12-2018,28.22,59.24,4.12,14.59,16.02,12.63,0.97,23.35,4.77,1.63,,0.34,2241.96,81
301,Chico,23-08-2015,55.4,,2.24,6.36,3.3,,2.12,18.22,6.29,3.33,,2.34,8134.96,123
302,Shreveport,03-03-2017,87.11,,0.78,10.13,13.28,,19.45,39.06,90.05,0,,0.03,13892.96,233
303,Carlsbad,24-03-2017,22.74,94.12,16.66,30.71,33.92,17.42,0.83,52.26,3.96,0.66,,0,9908.96,90
304,Logan,28-01-2018,62.38,96.21,11.71,37.93,28.9,17.76,1.11,51.24,6.93,11.85,2.41,4.86,1378.96,118
305,Padrelascasas,03-05-2017,65.94,148.15,6.72,24.31,23.01,24.28,3.15,31.32,19.24,,,0,8777.96,122
306,Sandiago,27-10-2016,76.39,,10.7,10.52,18.28,,0.97,27.96,18.61,0.59,,0.16,13782.96,224
307,Coyhaique,03-05-2018,17.69,54.15,1.68,6.73,5.11,1.58,0.82,36.15,4.15,,,,17487.96,86
308,Medellin,22-02-2019,116.56,88.07,28.21,,27.53,7.87,1.39,15.09,0.62,,,0,12345.96,247
309,Mexico,26-01-2020,27.82,70.1,3.33,27.88,21.89,19.77,0.96,40.46,15.67,1.19,0.11,0.49,9807.96,100
310,Redding,16-08-2019,16.35,34.8,3.29,12.52,6.75,2.72,0.59,22.33,10.62,0.27,1.08,3.07,11718.96,47
311,LosAngeles,21-04-2020,7.04,26.36,3.03,9.3,10.41,6.46,0.47,18.23,9.48,1.83,0.24,0.14,14077.96,45
312,Chico,31-12-2019,135.71,,18.41,81.59,40.29,10.07,0.39,24.3,10.36,0,,0,11504.96,310
313,Redding,30-05-2017,45.44,114.33,10.22,19,16.59,36.72,1.24,38.93,6.16,0.71,11.22,9.9,387.96,114
314,Carlsbad,15-07-2017,53.82,,13.73,27.34,19.05,,0.77,11.22,5.64,1.14,,0.65,7982.96,100
315,Shreveport,19-01-2020,46.88,99.81,25.97,42.31,76.63,,27.22,52.57,25.92,16.02,0.65,3.94,339.96,912
316,Chico,07-10-2015,43.23,,1.98,33.1,,,1.25,23.74,8.36,2.79,,5.09,10037.96,119
317,Coyhaique,27-07-2019,26.04,63.65,1.08,7.97,3.7,9.91,0.56,16.08,9.4,,,,12978.96,71
318,LosAngeles,18-08-2019,23.12,51.41,22.3,23.79,26.37,2.1,0.48,28.48,5.91,8.57,2.32,1.44,11299.96,58
319,Redding,15-07-2019,35.76,46.63,11.05,12.37,16.82,4.94,0.45,8.76,11.67,10.74,3.02,4.07,320.96,47
320,Mexico,26-02-2019,29.04,57.06,14.38,24.6,28.46,4.98,0.86,15.59,18.35,2.68,0.26,0.12,11295.96,85
321,Chico,03-09-2020,101.78,,11.07,29.07,32.78,24.47,1.04,38.94,7.48,0.87,,0.11,10742.96,191
322,Edinburg,21-12-2019,240.12,,30.11,52.19,46.71,,3.12,27.76,26.77,16.03,11.29,2.28,12382.96,304
323,California,22-04-2018,47.75,82.88,1.84,12.99,15.44,1.03,0.67,19.18,9.87,0,,0,15389.96,112
324,Sandiago,27-11-2019,78.58,113.46,7.46,18.77,24.97,166,0.71,12.24,5.71,0,,0.24,9568.96,306
325,Modesto,11-05-2017,140.66,291.05,54.8,57.01,85.12,40.81,1.46,40.52,15.2,10.28,,3.96,5190.96,389
326,Modesto,07-10-2018,23.94,77.67,15.38,32.12,33.77,37.74,0.89,25.5,10.67,12.75,0.24,1.87,1462.96,105
327,Modesto,18-02-2018,107.02,245.5,21.9,34.41,35.87,30.59,0.84,38.32,9.26,29.64,0.63,4.79,9760.96,256
328,Camden,15-08-2018,46.12,59.93,5.68,13.46,10.56,39.31,0.94,9.42,5.3,3.48,3.58,3.9,7241.96,96
329,Fresno,26-08-2019,21.1,120.12,8.92,9.13,,5.28,1.52,10.87,4.07,,,,12245.96,111
330,Modesto,25-09-2018,75.74,145.82,10.93,46.97,56.58,23.2,1.04,34.05,8.21,28.05,1.12,3.9,766.96,172
331,LosAngeles,23-01-2015,,,2.95,11.2,10.82,,0.14,38.95,4.6,1.53,0.18,0.12,14890.96,112
332,Fresno,04-01-2020,,119.97,11.29,10.5,,60.01,1.58,9.65,1.49,,,,3426.96,148
333,Visalia,24-09-2019,23.73,46.24,5.43,10.06,13.53,13.97,1.5,13.76,1.5,8.99,,2.42,11235.96,60
334,Padrelascasas,24-02-2018,,,,,,,,,,,,,8937.96,112
335,Modesto,21-08-2018,15.12,30.82,20.18,26.72,35.25,18.19,1.04,15.23,8.92,14.84,0.99,2.11,16997.96,90
336,Modesto,23-03-2017,110.84,208.19,45.6,41.6,104.69,13.5,1.6,25.67,14.39,6.53,0,3,6204.96,237
337,LosAngeles,13-07-2016,31.85,,7.78,4.38,12.85,,0.45,41.68,2.66,,,,3140.96,85
338,Fresno,27-05-2017,67.65,113.66,9.74,10.02,,,0,44.14,11.59,,,,8011.96,118
339,LosAngeles,28-08-2016,41.72,,4.67,10.69,11.64,,0.2,33.77,2.63,0.21,0.19,0,11492.96,70
340,Chico,11-06-2016,323.41,,22.18,51.7,,,1.29,41.81,9.78,8.39,,1.18,19155.96,470
341,Chico,03-08-2017,300.62,,9.4,26.28,,,1.33,49.13,8.46,7.22,,3.69,16157.96,389
342,Mexico,23-05-2019,26.53,54.08,3.73,19.7,17.16,10.03,0.88,20.92,21.47,1.96,0.11,0.65,310.96,47
343,Chico,12-12-2019,61.08,,10.11,23.76,18.1,23.95,1.27,27.4,7.81,15.59,,18.65,14646.96,132
344,Camden,18-11-2015,,,12.7,11.68,17.61,,1.57,40.17,12.02,,,,18903.96,112
345,Mexico,18-12-2018,22.94,61.43,2.02,23.42,16.45,15.78,0.79,27.17,15.52,1.95,0.16,0.22,194.96,71
346,Sandiago,24-10-2015,77.22,,6.69,17.89,15.68,107.06,0.79,37.55,3.25,8.36,,8.52,13752.96,168
347,Bakersfield,31-08-2019,12.44,54.84,15.2,24.02,34.6,29.08,0.72,29.65,8.58,,,3.02,9070.96,65
348,Camden,15-11-2016,99.78,,7.83,7.35,,,,22.32,4.38,36.25,,2.93,15592.96,194
349,Carlsbad,28-05-2018,66.13,,4.64,11.79,10.68,,0.87,45.71,6.57,1,,0.29,17226.96,107
350,Coyhaique,26-09-2015,135.38,,2.5,9.45,6.68,,0.88,17.7,1.18,,,,2403.96,112
351,Camden,05-04-2019,87.21,155.06,34.43,27.15,28.62,,5.08,26.44,11,0,,0,5166.96,195
352,Shreveport,02-02-2020,55.74,,11.04,99,29.1,,10.23,38.73,57.7,32.32,6.85,4.03,808.96,339
353,NewYork,08-11-2017,62.79,,10.94,14.05,,,0.47,24.1,5.8,1.11,12.25,2.36,8792.96,91
354,Camden,03-10-2019,63.08,108.92,12.2,11.27,17.93,6.23,0.81,13.1,5.2,6.09,9.95,3.08,3546.96,161
355,Chico,10-03-2019,67.14,,13.37,32.32,24.9,15.94,0.95,26.25,7.74,2.81,,0.85,1848.96,105
356,Sandiago,11-04-2015,43.5,,8.32,12.12,9.61,10.57,1.46,25.97,4.52,0.89,,2.28,8848.96,104
357,Sandiago,06-03-2015,29.54,,7.75,12.83,19.2,,0.18,10.91,3.39,0.05,,0.3,3521.96,112
358,Camden,14-08-2016,22.37,,3.57,7.33,5.41,,0.34,,2.79,,,,420.96,123
359,Edinburg,10-04-2019,59.21,,17.92,64.74,42.61,,1.29,,44.75,19.38,6.9,1.37,14482.96,107
360,Chico,09-05-2016,31.99,,2.76,3.26,2.64,,0.48,33.97,21.74,0.16,,0.1,5602.96,84
361,Sandiago,18-10-2016,44.27,,13.84,19.62,23.65,9.88,0.96,10.22,6.56,1.67,,0,12313.96,78
362,LosAngeles,21-09-2018,52.29,81.51,10.33,27.15,17.4,21.02,0.58,28.21,3.29,4.44,1.84,1.05,986.96,119
363,LosAngeles,01-04-2020,65.96,114.66,9.21,36.83,24.52,14.22,0.65,28.94,8.46,6.93,1.4,3.17,16686.96,154
364,Bakersfield,26-08-2015,,,,,47.63,,0,,,0,0,0,9670.96,112
365,Fresno,07-05-2018,,198.23,10.36,5.52,,7.27,0.39,19.88,26.78,,,,13268.96,142
366,Chico,16-08-2018,53.2,,6.19,21.14,16.51,14.46,0.73,4.46,6.3,1.48,,0.85,5664.96,98
367,Visalia,31-08-2018,18.83,54.54,7.1,23.68,37.11,20.65,0.44,6.58,1.86,6.49,,1.64,5008.96,49
368,Shreveport,14-12-2016,,,,,,,,,,0,0,0,3192.96,112
369,Sandiago,24-04-2015,30.65,,6.03,14.41,20.18,7.86,0.84,30.62,8.38,1.38,,0,6271.96,89
370,Modesto,15-03-2019,86.7,237.71,54.65,48.02,66.63,,1.24,25.26,14.88,15.8,,4.25,16076.96,175
371,Bakersfield,12-07-2015,67.54,140.6,19.34,39.84,66.28,9.51,0.69,29.94,12.15,,,2.2,18525.96,158
372,Redding,08-09-2019,15.02,32.66,4.06,8.07,6.75,11.86,0.39,19.64,12.55,0.7,1.4,2.1,7016.96,52
373,Medellin,10-07-2018,,,,,,,,,,,,,8479.96,112
374,Sandiago,29-06-2016,35.59,,6.81,13.33,13.65,,0.71,11.99,4.7,0.86,,0,174.96,70
375,Medellin,19-08-2017,,,,,,22.38,,,,,,,16035.96,137
376,Chico,23-03-2017,231.18,,13.15,72.71,53.27,41.24,1.57,18.79,18.02,6.78,,6.85,7118.96,357
377,LosAngeles,17-06-2018,23.69,57.19,7.84,28.8,18.08,25.57,0.36,44.53,6.31,8.56,0.64,1.44,15271.96,70
378,Fresno,14-06-2018,35.6,111.93,8.85,9.24,,15.61,2.56,10.28,16.5,,,,13269.96,119
379,Sandiago,10-05-2019,57.91,,8.66,16.05,11.69,12.5,1.02,32.44,3.8,3.53,,0.02,17750.96,143
380,Coyhaique,07-04-2019,12.85,33.96,1.04,5.94,6.62,3.84,1.08,14.9,1.58,,,,16084.96,38
381,Sandiago,16-05-2020,14.6,,8.41,10.63,13.46,10.4,0.71,65.72,10.07,0.1,,0.1,5449.96,81
382,Shreveport,05-07-2017,40.35,,20.95,7.57,16.73,,,30.04,,,,,2480.96,144
383,NewYork,20-06-2016,24.7,116.81,6.36,16.1,,5.87,0,19.79,6.69,,,4.95,9333.96,93
384,Sandiago,27-07-2017,35.77,,11.76,15.97,17.39,8.24,0.71,24.44,6.51,0.47,,1.34,382.96,77
385,Bakersfield,16-10-2019,16.64,64.7,19.34,13.26,28.89,,0,40.48,,0,0,0,6608.96,68
386,Edinburg,10-01-2019,38.7,,25.26,76.04,43.37,,1.8,28.51,51.42,41.02,11.45,3.5,18386.96,89
387,Coyhaique,17-06-2020,16.01,70.74,1.87,2.94,6.78,12.07,0.96,33.51,1.56,,,,2786.96,46
388,Carlsbad,20-04-2020,41.96,,20.26,37.55,8.22,32.74,0.58,23.33,4.33,5.37,,2.74,15629.96,109
389,Padrelascasas,08-07-2019,59.46,104.74,6.69,6.74,12.17,13.85,2.25,14.03,13.71,,,0,14340.96,122
390,LosAngeles,10-07-2018,61.38,108.46,13.86,46.66,17.26,32.65,0.41,27.88,50.52,1.17,0.21,0.16,8991.96,117
391,Modesto,27-06-2018,41.85,103.84,12.84,24.85,29.74,52.7,1.04,16.48,7.82,18.79,0.11,1.5,5386.96,130
392,Shreveport,15-08-2016,99.66,,5.05,11.43,14.14,,4.96,32.7,13.75,7.54,5.23,2.91,3359.96,252
393,Mexico,18-09-2018,41.96,101.95,2.69,13.33,11.43,9.86,0.81,40.05,13.58,0.14,0.11,0.16,756.96,79
394,Mexico,19-02-2020,21.58,43.67,1.05,23.41,11.87,2.85,0.73,39.76,8.58,1.61,0.31,0.1,7243.96,66
395,Las_cruces,24-08-2019,27.85,52.96,4.94,11.24,8.71,9.52,0.42,13.76,10.66,,,,19307.96,112
396,Bakersfield,04-08-2019,36.05,51.16,62.26,,74.27,,1.04,31.38,13.98,,,0.89,8494.96,110
397,Bakersfield,06-09-2015,,,,,41.8,,0,,,0,0,0,19407.96,112
398,Carlsbad,24-04-2020,20.27,80.38,3.1,7.59,9.69,11.07,0.81,22.79,4.94,0.64,,0.53,7872.96,56
399,Edinburg,08-12-2017,41.51,,13.27,21.29,28.85,,1.08,17.84,2.8,0.48,0.63,0.17,2712.96,80
400,Logan,24-04-2019,64.86,122.16,2.47,23.49,16.4,22.88,0.8,41.32,16.68,3.91,1.1,2.72,15517.96,179
401,Modesto,22-05-2018,83.09,80.4,20.2,59.6,61.94,66.43,2.27,70.19,8.66,9.5,,1.65,17515.96,221
402,Medellin,15-04-2020,24.08,41.12,22.13,7.17,29.85,1.86,1.53,1.39,46.78,,,0,14805.96,84
403,Chico,20-06-2018,74.27,,9.93,41.31,19.97,48.19,0.95,35.92,6.47,0.84,,0,19657.96,170
404,Chico,07-10-2015,56.98,,10.65,26.41,4.22,,2.49,38.29,15.9,1.72,,0.68,12960.96,144
405,Carlsbad,18-08-2019,13.99,,5.24,25.54,23.44,16.14,1.21,27.94,4.34,,,,11976.96,63
406,Coyhaique,13-12-2018,82.9,76.83,1.98,8.68,7.85,5.03,3,42.89,51.02,,,,13488.96,155
407,Coyhaique,23-06-2018,28.96,76.65,0.67,5.83,3.96,3.74,1.07,10.9,11.88,,,,1686.96,110
408,Sandiago,16-08-2017,46.62,,6.69,9.63,10.3,,0.12,14.39,3.47,0.03,,0.15,3849.96,68
409,NewYork,26-04-2019,,,,,,,,3.41,,,,,18107.96,112
410,Sandiago,25-02-2016,78.05,,7.86,24.43,8.44,,0.33,16.11,4.4,0.42,,0.04,4991.96,151
411,Edinburg,26-07-2016,74.67,,10.38,13.09,27.1,,1.39,19.27,2.24,0.77,0.51,0.16,1298.96,162
412,Carlsbad,02-10-2020,33.47,84.5,3.69,26.63,21.43,,1.07,38.12,3.49,1.15,,0.66,1359.96,65
413,Carlsbad,06-07-2017,97.65,,9.87,28.86,8.12,11.96,1.31,48.7,3.35,1.33,,,3141.96,267
414,Fresno,25-03-2020,,126.16,8.14,7.83,,16.14,0.39,7,56.55,,,,19228.96,129
415,NewYork,06-09-2018,16.31,80.1,15.42,11.69,25.96,4.56,0.82,9.44,15.08,2.05,1.87,2.16,15255.96,81
416,Camden,26-08-2018,63.05,120.76,3.11,47.9,20.45,,3,6.63,7.7,6,,1.99,6016.96,143
417,Coyhaique,22-10-2018,81.19,133.52,1.61,7.78,5.89,3.68,1.49,57.42,10.44,,,,3019.96,194
418,Chico,05-11-2016,94.16,,8.21,11.8,8.7,,1.21,21.66,7.26,1.45,,0.2,19905.96,155
419,NewYork,29-02-2020,80.61,169.34,11.58,10.49,21.46,44.4,0,27.42,7.48,1.85,8.84,8.21,9069.96,172
420,Chico,02-08-2020,62.91,,12.46,34.24,16.69,1.53,1.28,24.79,9.73,14.61,,2.69,14239.96,131
421,Chico,09-06-2019,40.36,,6.91,17.31,18.83,14.36,1.02,8.61,4.55,3.24,,0.49,9641.96,73
422,Coyhaique,19-04-2020,7.9,18.14,2.03,4.11,4.5,9.29,1.12,21.99,2.26,,,,1003.96,51
423,Padrelascasas,05-10-2017,65.72,82.83,7.36,,0,24.01,0.46,44.02,3.72,,,0.07,2429.96,82
424,LosAngeles,15-02-2019,53.3,65.03,2.97,2.01,4.69,12.94,0.62,42.46,3.9,6.79,0.77,1.02,18502.96,103
425,Bakersfield,07-09-2018,12.26,44.91,34.16,50.25,49.37,,1.82,44.3,33.38,,,3.8,18537.96,62
426,Padrelascasas,30-03-2019,21.62,171.4,4.74,11.73,16.32,21.01,2.94,43.7,12.9,,,7.76,10561.96,143
427,Angol,09-07-2017,17.04,44.61,4.93,46.04,,22.12,0.51,31.29,2.7,0.14,,0.01,11332.96,54
428,Edinburg,31-07-2015,,,19.46,16.4,39.38,,1.89,7.39,6.28,1.04,0.81,0.24,5129.96,112
429,Carlsbad,23-06-2018,90.66,,12.03,9.25,11.12,11.4,1.25,56.38,1.41,1.39,,,12189.96,196
430,Camden,03-03-2017,917.55,,87,24.78,,,0.7,17.68,7.24,2.75,,0.03,10870.96,1245
431,LosAngeles,18-03-2017,85.46,,5.32,18.09,22.19,,0.8,57.01,9.36,,,,10641.96,161
432,Mexico,19-10-2018,50.13,99.8,3.95,20.95,11.17,11.83,0.55,20.78,17.74,4.46,0.1,0.75,3257.96,146
433,LosAngeles,25-09-2016,32.63,,8.51,11.15,22.75,,0.85,10.9,6.78,,,,11167.96,208
434,Medellin,27-02-2018,99.54,205.76,12.23,7.21,21.63,6.98,2.05,16.75,44.63,,,0,5603.96,331
435,Fresno,19-01-2018,,112.32,8.08,7.46,,6.94,0,19.14,,,,,6173.96,112
436,Modesto,17-04-2019,112.39,235.28,40.61,42.27,70.11,13.02,0.88,44.54,7.34,6.23,,1.98,15354.96,287
437,Carlsbad,28-07-2015,,,34.9,40.16,,,5.72,6.44,2.53,6.43,,,14535.96,112
438,Logan,02-10-2020,67.23,138.93,39,70.79,76.38,34.25,1.17,15.24,7.15,15.22,3.33,7.02,12146.96,141
439,Sandiago,10-02-2015,54.98,,11,23.31,25.92,42.52,0.6,32.96,15.46,2.28,,0.19,14329.96,116
440,Edinburg,07-04-2015,,,25.84,20.31,43.05,,1.28,9.44,2.97,1.78,0.81,0.27,16607.96,112
441,Padrelascasas,22-02-2018,147.46,221.37,31.94,21.68,41.7,16.19,4.38,16.24,15.76,,,0,19198.96,317
442,Fresno,08-02-2017,,6.85,7.28,7.31,,,0.38,3.65,2.05,,,,5966.96,112
443,Shreveport,16-02-2019,133.04,,3.36,33.27,31.21,,3.73,28.36,52.7,22.12,2.85,9.56,4897.96,302
444,Carlsbad,03-03-2020,28.27,81.39,5.3,22.87,23.15,19.96,0.99,26.7,6.39,2.78,,0.58,16748.96,68
445,Logan,23-06-2020,51.33,140.67,7.72,31.58,26.54,13.2,1.04,14.01,3.63,8.27,2.21,4.25,17698.96,106
446,Medellin,21-08-2019,,,,,,,,,,,,,6820.96,112
447,Sandiago,23-11-2018,93.19,,9.16,9.14,25.24,6.88,1.07,19.18,6.11,29.85,,1.24,2687.96,184
448,Mexico,04-10-2020,24.89,62.52,12.08,19.35,17.66,6.99,0.72,17.5,10.83,2.46,0.19,0.44,1912.96,78
