City,Date,WP1,WP2,N1,N2,N3,N4,Carbon,Ozone,Sulpher,OC1,IN1,OC2,IN2,SI
Jaipur,13/04/2020,54.42,97.14,6.31,12.71,15.81,16.77,0.25,46.92,8.34,1.08,,0.47,235.96,101
Lucknow,16/11/2016,83.19,,7.76,22.14,3.29,,1.46,32.41,2.83,0.29,,0.45,236.96,146
Patna,17/10/2015,85.91,,44.42,74.22,56.91,,1.35,1.31,31.24,6.58,3.87,1.35,237.96,310
Chennai,21/03/2017,56.15,,5.28,10.05,6.98,,0.72,47.77,29.84,0.12,,0,238.96,66
Hyderabad,08/01/2017,34.26,,6.93,8.52,19.97,,0.62,13.94,9.99,3.45,1.5,0.43,239.96,70
Bengaluru,24/10/2019,80.46,172.06,23.75,50.42,53.26,27.9,0.77,42.04,8.68,2.49,,0.55,240.96,202
Gurugram,02/12/2015,,,10.76,21.64,13.35,,0.96,15.54,8.36,,,,241.96,
Gurugram,18/05/2015,28.7,,6.17,6.62,7,,0.35,33.3,1.84,,,,242.96,50
Hyderabad,04/04/2019,73.13,117.04,5.97,96.5,19.65,6.41,0.8,33.84,8.27,11.65,5.19,1.55,243.96,48
Delhi,29/09/2019,34.14,140.8,4.72,18.36,15.64,9.08,0.87,21.68,14.48,36.56,0.63,3.13,244.96,140
Delhi,23/08/2018,81.64,104.66,19.04,35.64,32.15,34.15,0.89,32.92,11.31,9.08,0,2.53,245.96,139
Delhi,10/05/2016,69.53,182.45,12.35,35.05,41.27,84.47,1.05,56.26,22.07,5.13,0,0.78,246.96,193
Gurugram,30/12/2018,277.74,,51.15,80.14,105.74,,1.31,22.95,3.41,5.98,,2.01,247.96,493
Visakhapatnam,11/04/2020,34.8,119.92,12.13,48.01,34.88,15.71,0.93,30.72,7.96,10.51,4.05,6.66,248.96,130
Lucknow,09/06/2017,47.93,,2.28,7.85,2.21,,1.37,13.9,5.97,10.04,,2.58,249.96,71
Hyderabad,11/04/2020,65.98,106.77,9.05,28.53,4.4,14.46,0.41,42.42,27.02,3.12,0.68,0.26,250.96,156
Bengaluru,22/10/2018,70.41,125.52,3.24,19.58,11.08,20.22,1.01,29.39,5.39,1.35,,0.37,251.96,161
Bengaluru,12/09/2018,18.47,57.99,2.87,10.36,11.35,28.92,0.75,29.23,8.47,1.97,,0.2,252.96,77
Hyderabad,24/02/2020,57.34,112.14,3.66,37.59,25.59,23.55,0.68,33.94,10.42,7.01,3.98,1.56,253.96,115
Thiruvananthapuram,14/10/2018,57.42,88.68,10.55,20.53,22.77,7.25,1.29,21.1,9.88,,,,254.96,111
Ahmedabad,01/10/2015,48.45,,27.42,35.79,45.69,,22.88,8.67,98.12,21.26,7.16,3.87,255.96,420
Amritsar,25/06/2017,26.91,82.97,21.67,45.26,,24.93,0.87,11.25,4.63,3.77,8.06,4.96,256.96,74
Thiruvananthapuram,13/11/2019,39.48,87.07,1.64,8.71,5.56,4.29,0.91,44.78,5,,,,257.96,100
Ahmedabad,16/07/2018,22.92,64.88,4.5,22.67,15.44,,1.14,23.52,31.18,4.82,1.8,2.18,258.96,89
Shillong,19/02/2019,11.48,40,0.15,1.82,1.07,8.81,0.17,8.79,4.33,0.21,,0.26,259.96,80
Amritsar,24/04/2020,5.53,33.72,11.74,10.54,28.47,8.29,0.39,18.4,14.36,1.12,1.98,1.59,260.96,71
Gurugram,16/06/2016,61.13,,10.14,12.74,9.36,,12.9,43.23,3.03,,,,261.96,191
Chennai,25/03/2016,78.65,,3.65,11.21,11.73,7.03,2.48,32.97,3.65,,,,262.96,178
Gurugram,06/05/2019,111.88,,10.27,19.31,21.87,,0.57,3.01,6.23,,,2.31,263.96,260
Lucknow,27/06/2017,41.46,,8.84,38.34,,,1.44,52.85,4.35,12.09,,2.7,264.96,127
Patna,15/07/2015,,,44.32,14.7,40.28,,3.5,5.84,7.02,33.92,24.09,6.55,265.96,
Patna,06/06/2015,,,39.15,44.69,66.34,,1.53,13.2,6.57,0.54,0.11,0.07,266.96,
Patna,06/07/2015,,,19.48,16.66,36.37,,1.79,12.39,1.47,0.75,0.68,0.12,267.96,
Patna,14/06/2015,,,26.99,27.91,42.52,,1.72,16.45,10.4,5.18,0.93,0.52,268.96,
Talcher,02/01/2019,192.88,345.91,,,,54.25,0,9.35,41.12,,,0,269.96,390
Patna,26/06/2018,66.51,,14.8,22.68,15.61,,1.22,40.04,34.68,65.11,41.47,6.62,270.96,199
Chennai,07/02/2018,67.59,,10.7,21.39,19.5,46.14,1.04,190.79,14.37,0,,0,271.96,154
Brajrajnagar,06/11/2019,92.02,148.14,12.44,16.47,16.3,48.18,1.06,3.7,4.95,,,0.11,272.96,238
Patna,23/12/2019,165.9,,27.19,64.56,44.02,,0.7,19.82,47.81,44.1,15.19,2.09,273.96,378
Patna,11/10/2015,126.7,,2.51,3.01,2.42,,0.42,9.66,4.94,0.65,0.17,0.12,274.96,319
Patna,08/06/2018,49.91,,47.42,31.36,33.71,,1.1,18.75,27.7,14.15,5.36,1.45,275.96,81
Gurugram,25/10/2019,137.18,,36.82,16.66,33.9,,6.36,41.3,2,0.39,,0.88,276.96,308
Patna,20/12/2019,67.2,,23.43,32.34,47.07,,1.66,17.4,5.47,1.27,0.82,0.34,277.96,302
Lucknow,21/12/2016,188.26,,58.3,31.16,,,1.84,43.76,7.38,15.39,,3.74,278.96,356
Mumbai,09/10/2019,4.88,56.6,38.74,18.33,57.91,,1.86,15.35,15.53,,,1.09,279.96,99
Patna,25/01/2017,136.69,,13.62,14.27,21.2,,1.14,18.86,9.58,0.48,0.14,0.1,280.96,308
Lucknow,20/05/2016,50.33,,12.24,13.23,,,1.3,19.02,5.22,3.27,,1.44,281.96,127
Jaipur,27/02/2020,95.29,244.05,24.56,38.99,54.2,42.78,0.69,40.52,8.52,3.21,,1.45,282.96,229
Chennai,29/05/2019,95.92,,15.49,7.81,24.32,,0.81,19.58,4.4,7.18,,1.53,283.96,327
Lucknow,28/04/2016,133.36,,8.39,27.56,4.67,,1.43,17.9,13.51,1.19,,0.79,284.96,399
Chennai,20/10/2017,37.71,,13.02,13.28,14.86,94.71,1.19,58.16,6.78,9.87,,4.63,285.96,106
Jaipur,25/05/2020,47.9,100.35,4.46,7.99,11.68,32.13,0.54,55.76,12.44,0.02,,0.16,286.96,105
Amaravati,10/04/2019,69.4,207.98,8.7,42.39,31.48,41.47,0.12,41.39,6.35,5.92,0.14,0.33,287.96,278
Patna,15/11/2017,257.57,,32.74,52.57,57.15,,3.12,25.52,40.32,4.25,1.05,0.92,288.96,427
Mumbai,14/02/2015,,,,,33.56,,0,,,0,0,0,289.96,
Gurugram,24/09/2015,43.8,,2.81,5.56,4.3,,0.43,27.65,5.41,,,,290.96,241
Hyderabad,04/01/2015,,,6.67,28.32,35.22,,0,32.89,7.16,0.24,0.02,0.01,291.96,
Patna,10/12/2016,249.77,,35.44,41.02,80.52,,2.37,4.65,11.75,1.5,0.66,0.2,292.96,389
Bengaluru,30/05/2015,27.42,,2.9,6.11,6.57,4.77,2.28,22.57,1.92,1.4,,0.86,293.96,124
Kochi,21/04/2019,29.75,38.87,51.06,16,47.87,8.42,1.15,10.76,22.51,0,,,294.96,58
Patna,29/04/2019,88.87,184.66,36.3,54.76,32.49,,1.24,39.24,58.62,45.51,24.97,4.81,295.96,184
Mumbai,22/08/2019,14.69,39.67,20.5,6.89,25.94,13.01,0.54,28.32,6.55,,,1.57,296.96,91
Delhi,15/06/2018,75.4,172.96,34.69,39.23,89.49,25.83,1.57,31.08,6.7,30.1,0.65,4.77,297.96,240
Hyderabad,10/01/2016,47.5,123.1,5.05,55.3,24.6,7.87,0.79,40.41,11.58,15.72,8.19,2.64,298.96,139
Jaipur,22/11/2019,89.24,177.74,32.52,49.45,68.26,47.74,0.77,52.81,16.6,19,,3.52,299.96,187
Jaipur,27/12/2017,75.23,112.75,8.94,46.34,41.56,18.66,1.06,81.07,11.22,4.72,,1.12,300.96,145
Lucknow,16/08/2018,49.86,,5,11.66,10.13,27.8,1.18,23.69,5.68,1.17,,0.08,301.96,105
Ahmedabad,07/09/2015,62.41,,7.97,10.2,16.27,,11.35,45.33,11.77,3.47,0.06,0,302.96,172
Mumbai,23/10/2019,13.07,37.18,30.25,13.54,44.84,17.83,0.45,18.31,18.99,,,1.68,303.96,81
Patna,07/01/2017,192.27,,68.47,62.01,93.21,,2.3,18.64,22.5,6.55,3.55,1.17,304.96,362
Ahmedabad,12/08/2019,22.2,,29.72,90.89,69.4,,24.18,33.45,32.94,32.34,6.9,4,305.96,464
Lucknow,02/08/2016,39.62,,15.09,27.29,,,1.67,9.96,3.53,4.47,,2.58,306.96,99
Lucknow,25/02/2017,67.43,,3.96,9.51,4.22,,1.16,32.38,4.98,5.15,,4.21,307.96,228
Amaravati,23/06/2020,10.9,27.21,0.42,18.34,12.05,1.78,0.89,30.82,8.17,1.9,0.13,0.07,308.96,39
Amaravati,13/02/2018,52.6,112.17,1.2,7.14,5.57,6.64,0.14,52.3,17.01,0.36,0.1,0.1,309.96,121
Amaravati,23/05/2019,26.53,54.08,3.73,19.7,17.16,10.03,0.88,20.92,21.47,1.96,0.11,0.65,310.96,47
Bhopal,04/10/2017,26.3,80.82,4.74,10.89,7.34,7.67,0.53,28.21,10.32,,,,311.96,71
Lucknow,07/05/2017,35.74,,11.14,26.39,,,1.14,38.43,6.25,7.92,,3.53,312.96,81
Delhi,28/07/2019,44.75,126.54,10.38,26.62,23.98,48.25,0.93,51.04,10.61,11.95,0.27,1.43,313.96,111
Amaravati,18/07/2018,19.34,25.53,2.05,5.95,4.49,1.14,0.61,36.6,16.38,0.02,0.1,0.03,314.96,50
Guwahati,26/08/2019,54.44,67.2,7.01,17.61,26.26,11.62,0.64,4.12,14.6,,,0.27,315.96,97
Chennai,20/08/2019,28.18,49.48,9.57,17.92,27.96,35.78,0.85,21.15,27.03,1.95,,0,316.96,99
Visakhapatnam,20/03/2017,41.49,108,2.49,16.5,12.14,17.09,0.57,40.35,16.24,7.41,2.1,2.73,317.96,111
Bengaluru,01/08/2018,33.62,,12.05,18.16,21.19,5.3,1.02,29.85,3,2.21,,0.79,318.96,52
Lucknow,11/01/2017,268.5,,12.96,67.88,6.24,,2.5,21.96,6.76,3.73,,0.88,319.96,377
Chandigarh,15/07/2019,35.76,46.63,11.05,12.37,16.82,4.94,0.45,8.76,11.67,10.74,3.02,4.07,320.96,47
Lucknow,29/03/2019,70.11,,17.28,35.17,42.42,26.27,1.08,6.75,7.79,6.37,,1.28,321.96,299
Lucknow,28/10/2017,29.24,,11.4,14.26,9.12,27.68,2.06,10.34,4.69,4.9,,1.9,322.96,90
Kolkata,07/09/2017,55.82,137.87,2.53,62.13,40.18,21.6,0.55,31.69,14.22,7.49,,3.19,323.96,120
Bengaluru,07/06/2017,16.89,52.63,4,10.19,6.24,,0.97,11.02,3.12,0.01,,0.06,324.96,63
Hyderabad,09/01/2016,84.28,,11.12,27.91,27.34,80.18,0.62,17.04,5.76,2.55,0.4,0.63,325.96,171
Thiruvananthapuram,08/04/2018,67.33,119.89,0.98,6.66,4.66,6.02,0,55.95,18.89,,,,326.96,157
Ahmedabad,12/09/2018,43,,58.81,21.42,80.74,,17.65,,33.04,32.41,7.02,4.17,327.96,485
Bengaluru,14/08/2018,38.45,93.58,20.87,34.04,44.74,10.75,1.14,27.75,10.09,3.8,,0.87,328.96,107
Lucknow,05/07/2019,39.65,,6.79,22.43,22.81,31.29,1.07,26.96,9.51,0.5,,0.28,329.96,54
Lucknow,12/06/2015,382.27,,22.07,58.38,,,2.34,31.99,7.88,7.29,,1.86,330.96,375
Amaravati,17/07/2019,22.65,59.44,3.37,9.3,12.66,20.42,0.89,32.25,13.62,0.3,,0.17,331.96,60
Coimbatore,23/04/2020,31.98,79.61,0.75,37.85,116.05,8.43,0.84,43.59,8.05,0,,0,332.96,82
Kolkata,25/04/2020,28.82,33.16,4.27,10.5,17.48,12.65,0.36,34.53,5.29,5.67,0.65,2.14,333.96,47
Ahmedabad,08/03/2018,39.58,,8.11,43.43,24.09,,9.87,43.57,68.75,46.55,1.13,2.85,334.96,186
Amaravati,30/10/2018,77.81,123.73,3.95,27.4,16.12,16.83,0.87,27.66,13.98,0.88,0.15,0.09,335.96,155
Bengaluru,26/06/2020,13.93,31.56,9.27,19.27,18.93,14.01,0.83,26.07,5.66,3.9,,1.65,336.96,55
Delhi,18/09/2019,39.96,91.18,15.15,38.97,30,27.87,1.09,49.42,14.27,15.05,0.24,3.02,337.96,104
Guwahati,08/04/2018,18.56,16.49,3.38,8.31,13.04,6.99,0.67,20.96,15.81,,,0.84,338.96,69
Ahmedabad,19/01/2020,46.88,99.81,25.97,42.31,76.63,,27.22,52.57,25.92,16.02,0.65,3.94,339.96,912
Thiruvananthapuram,25/12/2019,31.86,82.8,1.1,11.49,6.54,9.9,1.02,32.41,3.18,,,,340.96,95
Lucknow,13/06/2020,46.44,,5.77,16.97,18.52,10.67,1.01,37.98,5.19,5.88,,5.06,341.96,77
Hyderabad,14/01/2015,,,10,15.95,25.53,,0.66,27.81,6.51,0.19,2.39,11.87,342.96,
Patna,06/02/2019,121.29,,18.47,38.9,24.33,,1.23,42.5,39.68,45.22,16.89,4.15,343.96,217
Lucknow,09/12/2016,74.69,,2.99,41.32,,,4.4,11.17,13.11,3.95,,5.32,344.96,240
Patna,30/10/2019,79.03,,10.62,11.48,25.8,,1.39,55.98,3.88,0.71,0.54,0.25,345.96,136
Chennai,29/03/2017,45.77,,7.64,11.18,15.2,,0,29.27,4.42,0.06,,0.02,346.96,88
Visakhapatnam,23/09/2018,21.36,27.6,4.45,26.37,18.63,11,0.47,14.98,4.69,8.51,0.6,1.94,347.96,52
Bengaluru,13/01/2020,16.84,28.89,6.73,25.54,14.38,11.08,0.52,20.49,2.58,1.49,,1.99,348.96,55
Bengaluru,06/07/2016,18.49,52.07,14.83,28.34,28.82,13.85,0.78,32.74,4.68,1.19,,0.52,349.96,72
Visakhapatnam,26/12/2018,27.3,36.14,4.38,49.18,32.56,5.05,2.69,6.22,17.98,6.52,4.12,4.28,350.96,49
Visakhapatnam,13/03/2020,58.18,161.14,17.68,47.72,45.81,24.11,0.9,11.66,5.16,10.73,3.45,7.07,351.96,140
Hyderabad,22/12/2019,38.51,96.74,12.47,35.92,21.2,92.05,0.85,41.93,6.92,13.01,1.8,1.88,352.96,82
Chandigarh,28/05/2020,26.83,55.73,4.87,13.91,11.61,1.46,0.5,33.49,12.73,0.44,1.07,4.64,353.96,67
Delhi,06/12/2018,96.55,500.85,90.38,68.47,99.81,29.84,1.53,42.33,10.53,31.09,1.89,5.59,354.96,465
Lucknow,30/12/2017,110.82,,19.2,81.58,49.17,68.12,1.62,38.14,10.65,0.62,,1.36,355.96,399
Thiruvananthapuram,04/04/2020,21.77,42.74,1.47,5.93,3.28,2.43,0.95,,2.26,,,,356.96,97
Thiruvananthapuram,22/10/2019,12.29,21.64,4.84,4.79,3.89,3.04,0.89,34.84,5.6,,,,357.96,88
Delhi,14/03/2017,213.47,459.05,44.23,70.54,8.38,6.77,5.8,21.13,17.41,7.85,,3.27,358.96,493
Bengaluru,16/08/2017,16.46,37.71,11.21,18.89,25.52,19.54,0.67,25.73,5.24,1.62,,0.87,359.96,67
Lucknow,16/03/2016,140.01,,2.17,9.99,4.22,,0.48,32.82,6.23,0,,5.34,360.96,322
Amritsar,10/10/2018,25.5,22.05,9.82,10.39,12.28,13.49,0.36,21.09,6.19,1.1,8.71,1.3,361.96,70
Bengaluru,05/12/2019,63.04,125.76,12.72,44.78,0,,0.44,13.56,5,0.62,,0.63,362.96,112
Jaipur,08/09/2017,20.1,68.2,4.42,29.46,,23.09,0.82,11.2,10.24,2.52,,1.06,363.96,70
Delhi,11/09/2019,33.66,63.17,16.35,18.65,14.25,7.87,0.3,18.97,,,,0,364.96,100
Kolkata,11/12/2019,61.93,245.3,39.9,84.14,78.54,16.12,0.99,23.35,11.8,37.24,,22.28,365.96,201
Amaravati,23/03/2018,19.42,30.46,10.3,14.02,18.43,30.1,0.5,15.37,9.26,3.67,0.39,0.24,366.96,41
Delhi,03/12/2019,148.15,411.84,56.28,45.85,115.01,37.07,1.61,27.14,13.49,37.19,0.94,5.57,367.96,365
Ahmedabad,28/06/2018,62.03,114.12,4.67,39.08,24.97,,11.47,24.71,137.03,32.35,6.94,4.08,368.96,77
Amritsar,12/08/2017,43.27,93.19,6.19,3.47,9.77,12.97,0.74,32.01,10.66,1.1,8.82,1.3,369.96,99
Hyderabad,25/08/2019,36.66,77.64,6.09,11.89,16.13,8.31,1.14,25,6.96,3.42,0.9,2.46,370.96,93
Amritsar,30/06/2020,41.64,81.88,16.38,12.4,30.24,6.68,0.47,34.41,26.52,2.31,4.81,0.36,371.96,77
Lucknow,10/09/2018,51.64,,8.1,31.23,18.17,32.01,1.18,13.15,7.53,3.12,,0.93,372.96,84
Visakhapatnam,09/12/2016,98.54,134.68,13.79,80.07,51.01,13.01,0.87,4.88,4.81,10.08,4.2,2.84,373.96,99
Ahmedabad,13/08/2018,40.71,96.23,23.02,88.36,48.82,,20.02,18.78,67.37,20.77,2.75,4.03,374.96,414
Jorapokhar,23/04/2019,44.51,116.55,7.88,9.13,,6.12,,19.45,12.23,,,,375.96,99
Coimbatore,06/11/2019,66.6,73.56,6.21,4.84,11.04,3.7,1.52,14.58,10.19,0.12,,0.01,376.96,172
Thiruvananthapuram,19/02/2019,62.49,144.08,2.85,6.52,4.72,,0,38.83,11.87,,,,377.96,122
Lucknow,04/04/2018,65.51,,3.35,12.06,12.8,20.54,1.22,31.24,5.41,0.81,,0.15,378.96,114
Amritsar,24/12/2017,65.17,158.61,18.87,23.56,29.88,15.62,1.2,55.49,2.53,1.44,16.9,7.9,379.96,194
Guwahati,26/05/2019,19.55,74.85,2.73,9.48,12.93,6.52,0.41,51.12,13.04,,,0,380.96,97
Amritsar,19/04/2020,36.31,109.81,13.44,11.59,22.75,19.29,0.61,44.53,5.95,1.1,8.71,1.3,381.96,135
Chennai,27/07/2017,35.77,,11.76,15.97,17.39,8.24,0.71,24.44,6.51,0.47,,1.34,382.96,77
Chennai,30/08/2019,122.47,,12.63,19.15,21.89,35.79,0.84,29.01,5.22,0.67,,0.38,383.96,381
Delhi,25/11/2019,159.4,249.54,59.7,34.69,18.65,14.11,0.37,21.71,40.65,4.38,,1.77,384.96,315
Gurugram,02/05/2019,40.99,125.75,11.72,21.31,24.28,,0.86,50.45,5.03,9.48,3.17,2.86,385.96,110
Hyderabad,22/12/2015,32.37,68.29,6.93,3.6,10.17,19.3,0.88,31.39,7.11,7.09,1.24,1.95,386.96,108
Chandigarh,30/05/2017,45.44,114.33,10.22,19,16.59,36.72,1.24,38.93,6.16,0.71,11.22,9.9,387.96,114
Hyderabad,12/12/2016,51.21,135.59,10.13,53.52,29.78,24.42,1.41,34.01,14.36,12.82,4.85,2.3,388.96,114
Ahmedabad,29/12/2018,101.95,,81.57,85.18,54.36,,35.39,46.76,35.95,32.33,6.9,4.07,389.96,898
Lucknow,10/06/2019,47.33,,3.29,11.29,7.59,44.98,1.14,37.63,5.67,6.83,,15.47,390.96,119
Ahmedabad,01/10/2018,51.79,113.27,40.45,57.37,84.71,,47.46,63.19,103.68,16.02,0.88,3.94,391.96,115
Kolkata,11/01/2019,93.39,227.57,19.23,59.19,59.05,22.04,0.66,50.94,10.75,42.43,2.82,21.13,392.96,217
Visakhapatnam,11/05/2020,73.42,152.66,5.96,59.34,34.32,13.08,0.87,34.43,16.12,14.85,3.98,5.92,393.96,156
Hyderabad,25/06/2018,25.44,56.9,4.29,17.3,12.08,11.88,0.45,20.92,4.43,0.89,0.13,0.1,394.96,66
Bengaluru,07/10/2019,39.76,60.39,14.09,42.27,34.41,18.85,1.57,51.69,4.5,1.64,,1.24,395.96,86
Amritsar,16/01/2018,40.89,95.75,12.74,32.75,38.64,2.71,0.62,32.77,,2.14,11.42,4.24,396.96,133
Chandigarh,09/11/2018,48.96,94,9.46,24.39,20.4,12.06,0.75,31.64,15.59,0.14,0.72,1.16,397.96,111
Amaravati,29/01/2019,84.55,160.07,4.47,129.32,54.28,22.49,0.09,45.24,32.58,3.84,0.11,0.17,398.96,136
Kolkata,25/12/2018,114.81,203.58,122.02,60.45,149.94,12.64,1.16,52.67,14.32,33.05,4.78,34.04,399.96,184
Amritsar,26/07/2019,15.91,45.26,13.03,9.94,20.47,12.66,0.67,16.05,20.58,2.01,2,1.8,400.96,58
Lucknow,10/12/2017,234.06,,31.7,62.46,58.96,31.38,1.69,21.39,6.22,6.84,,3.35,401.96,362
Thiruvananthapuram,14/11/2019,32.07,56.42,1.49,3.44,2.68,46.36,0.95,16.54,1.57,,,,402.96,63
Visakhapatnam,25/06/2020,17.16,45.42,11.5,26.84,29.31,1.46,0.86,19.27,6.7,11.22,2.39,4.62,403.96,81
Delhi,15/08/2018,132.19,316.25,53.87,51.85,85.57,52.26,2.57,24.34,8.73,35.24,1.09,4.49,404.96,404
Ahmedabad,05/08/2018,9.95,30.25,95.72,92.26,62.45,,51.47,,112.51,16.02,0.65,3.94,405.96,355
Thiruvananthapuram,25/09/2019,17.86,55.88,3.08,7.06,6.33,3.66,1.09,17.06,6.24,,,,406.96,54
Amaravati,10/07/2019,26.44,55.73,2.32,5.87,4.94,6.08,0.37,23.21,9.84,5.33,0.27,0.97,407.96,84
Amritsar,25/11/2019,10.61,46.89,13.43,9.68,32.26,87.17,0.47,32.93,3.08,1.84,6.85,5.45,408.96,57
Thiruvananthapuram,18/08/2019,16.45,46.93,1.79,5.19,3.15,0.79,0.62,80,4.38,,,,409.96,68
Amritsar,21/10/2019,22.01,44.85,23.12,13.04,34.78,29.88,0.88,10.94,11.17,2.97,1.98,2.13,410.96,68
Amritsar,06/01/2019,173.27,216.43,28.34,34.18,88.49,75.09,1.93,11.44,3.78,9.88,9.04,7.19,411.96,306
Patna,26/06/2017,23.73,,17.13,20.16,22.15,,1.06,15.21,21.95,15.32,5.6,1.53,412.96,
Patna,15/03/2016,70.95,,85.64,16.55,89.11,,2.02,13.1,5.73,1.05,1.36,1.27,413.96,
Gurugram,15/05/2016,107.15,,7.98,11.45,,,0.58,32.19,7.61,3.4,,0.04,414.96,218
Gurugram,25/04/2016,51.36,,8.23,28.8,28.17,,0.92,49.45,15.4,,,,415.96,118
Jorapokhar,15/04/2018,,,,,,,0,,,,,,416.96,
Mumbai,02/04/2018,,,,,142.11,,1.61,,,0,0,0,417.96,
Patna,12/06/2015,,,53.63,24.78,145.08,,2.02,14.95,3.72,0.7,0.47,0.18,418.96,
Jorapokhar,10/11/2016,60.56,261.39,9.07,10.46,,6.65,,43.55,52.06,,,,419.96,
Gurugram,14/08/2016,22.37,,3.57,7.33,5.41,,0.34,,2.79,,,,420.96,123
Patna,03/01/2017,89.01,,18.58,17.87,44.32,,1.25,17,4.25,0.65,0.53,0.18,421.96,160
Delhi,11/09/2017,,103.66,37.06,37.22,8.31,,0,41.28,,0,,0.26,422.96,98
Chennai,07/10/2016,37.75,,2.94,10.37,8.96,,0,25.5,2.62,0,,0.03,423.96,54
Jaipur,16/10/2018,57.03,136.19,27.56,15.08,,20.86,0.64,35.31,10.29,0.23,,0,424.96,126
Hyderabad,23/08/2015,48.91,,10.9,11.68,23.89,,0.84,65.69,6.35,4.12,0.97,1.38,425.96,217
Delhi,02/09/2015,46.53,238.6,23.62,48.27,56.49,9.92,1.24,41,9.21,10.72,,3.5,426.96,213
Patna,08/07/2017,33.71,,12.5,99.72,15.14,,1.34,15.6,44.74,2.89,1.59,0.53,427.96,73
Gurugram,04/03/2020,59.39,78.9,4,39.3,36.32,56,0.84,34.62,18.55,0,,0,428.96,127
Gurugram,20/06/2020,27.42,47.58,8.37,12.56,16.02,,0.5,47.9,0.98,,,16.07,429.96,119
Gurugram,14/10/2015,58.85,,13.18,5.27,10.87,4.9,0.64,44.98,5.26,,,,430.96,117
Bengaluru,28/08/2015,29.62,,6.57,10.49,15,29.25,8.89,6.36,1.66,4.12,,,431.96,157
Patna,15/09/2016,60.45,,12.31,13.28,29.34,,1.26,17.93,4.52,1.26,0.48,0.16,432.96,120
Chennai,09/11/2015,65.94,,7.9,23.13,18.55,113.03,1.09,54.65,7.98,0.37,,0.32,433.96,112
Jaipur,19/11/2018,70.27,100.19,17.86,28.3,44.46,12.49,0.53,15.15,10.82,2.9,,0.57,434.96,143
Talcher,04/04/2020,57.15,114.73,17.84,11.01,19.07,16.53,1.33,10.86,22.22,,,0,435.96,107
Gurugram,10/10/2015,58.11,,24.65,31.23,,,6.93,9.77,7.26,25.14,,5.99,436.96,462
Jorapokhar,21/01/2019,159.52,228.06,6,7.29,,17.24,,19.88,64.01,,,,437.96,310
Chennai,02/02/2018,25.11,,5.02,14.02,12.21,6.06,0.7,52.07,3.69,0.11,,0.83,438.96,153
Patna,19/12/2015,40.09,,61.52,25.09,63.62,,1.92,23.94,10.37,1.24,0.89,0.64,439.96,456
Patna,15/05/2018,68.78,,5.41,28.47,12.54,,1.54,32.67,33.94,5.84,5.37,1.29,440.96,107
Mumbai,09/06/2018,39.53,82.32,22.2,35.4,45.97,,1.11,39.32,14.29,,,0.79,441.96,81
Jaipur,18/01/2020,42.76,107.6,10.67,22.23,30.09,34.48,1,43.38,9.85,5.43,,0.96,442.96,119
Chandigarh,25/06/2017,42.43,76.16,16.81,10.06,6.28,27.32,0.41,20.81,7.5,0.13,0.98,7.37,443.96,88
Bhopal,22/12/2019,84.99,201.74,55.58,70.82,68.95,68.63,1.19,42.31,9.86,,,,444.96,208
Chennai,29/05/2019,33.17,65,5.73,15.42,17.9,13.52,0.57,28.71,8,1.62,,1.57,445.96,64
Bhopal,18/07/2019,11.19,18.38,6.03,13.27,13.69,9.62,0.46,13.62,23.85,,,,446.96,55
Jaipur,26/08/2018,26.62,45.5,4.67,12.53,14.42,10.32,0.59,26.9,11.68,1.44,,0.28,447.96,61
Patna,03/02/2017,139.72,,68.82,54.71,84.93,,1.51,28.04,4.29,0.98,0.65,0.27,448.96,360
Lucknow,07/03/2016,133.33,,38.48,64.09,6.24,,8,31.23,16.17,6.04,,1.55,449.96,403
Lucknow,15/07/2016,60.9,,20.04,16.14,15.88,16.3,1.22,28.6,7.55,17.47,,14.78,450.96,128
Jaipur,10/10/2019,91.14,143.44,30.48,47.76,60.4,42.4,1.04,40.89,14.02,30.39,,5.32,451.96,194
Hyderabad,01/11/2019,76.61,141.89,33.7,47.35,61.74,13.95,1.65,36.14,18.79,7.68,0.3,1.37,452.96,171
Bengaluru,06/05/2019,39.88,84.43,6.96,34.73,21.9,24.86,0.8,42.61,4.03,1.23,,0.1,453.96,105
Guwahati,04/01/2020,56.24,129.78,6.78,7.48,16.7,18.78,0.5,53.08,12.18,,,0.48,454.96,132
Amritsar,19/07/2018,18.11,35.43,26.98,10.45,,6.02,0.29,9.49,5.69,,,,455.96,85
Ahmedabad,19/09/2017,83.46,,6,27.71,32.36,,0.72,8.21,14.46,4.09,0.42,0.48,456.96,216
Gurugram,23/12/2016,324.53,,,,,,0.45,15.31,6.97,,,,457.96,578
Brajrajnagar,07/12/2019,40.21,80.4,,,0,,0,,,,,0,458.96,86
Gurugram,10/08/2015,,,33.93,47.12,84.59,,0.95,10.46,7.5,2.49,,0.02,459.96,
Patna,02/04/2019,138.5,,22.25,94,37.55,,0.4,32.19,46.98,13.38,7.93,1.59,460.96,278
Lucknow,22/08/2017,,,2.53,14.02,3.76,,1.22,3.15,8.17,0.5,,0.48,461.96,
Jaipur,23/11/2019,97.43,234.41,25.86,45.99,63.9,17.12,0.72,53.12,10.15,11.75,,1.06,462.96,174
Talcher,25/09/2018,4.08,45.44,12.06,7.25,24.04,2.29,2.87,26.77,13.41,,,,463.96,74
