City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Patna,2015-07-27,,,31.36,31.39,56.74,,2.93,4.4,9.9,0.36,1.26,1.4,,
Jorapokhar,2020-01-09,118.04,376.82,2.35,9.47,,,0.39,140.01,6.5,,,,375.0,Very Poor
Mumbai,2019-05-22,12.89,57.17,58.31,32.58,69.35,,2.09,25.18,69.4,0.71,,,99.0,Satisfactory
Bengaluru,2018-10-09,72.8,94.0,3.04,16.57,11.96,21.97,0.88,4.46,37.96,0.68,2.0,,102.0,Moderate
Delhi,2019-11-28,88.78,267.98,30.16,52.25,25.81,,0.41,33.07,47.54,3.18,8.95,,255.0,Poor
Bengaluru,2015-08-20,22.94,,2.79,17.81,9.17,26.31,1.57,3.08,25.7,,1.06,,67.0,Satisfactory
Jorapokhar,2018-08-03,111.96,193.37,9.49,9.38,,7.03,1.35,25.07,27.02,,,,270.0,Poor
Bengaluru,2019-06-02,62.99,123.84,8.43,31.29,39.59,13.85,0.91,7.96,19.9,0.5,2.77,,110.0,Moderate
Jaipur,2017-02-02,35.72,119.16,8.93,42.38,34.22,17.06,0.86,10.85,43.56,0.87,4.34,,131.0,Moderate
Guwahati,2018-05-15,77.59,167.03,4.77,7.32,11.58,13.54,0.83,15.29,40.35,2.99,,,136.0,Moderate
Talcher,2018-03-14,,,,,,8.71,,,47.52,,,,,
Bengaluru,2016-04-04,54.41,42.4,6.57,31.96,30.88,32.03,1.11,5.94,53.14,1.15,1.41,,108.0,Moderate
Hyderabad,2018-10-06,38.42,67.09,4.92,19.98,7.76,15.77,0.1,8.21,18.5,1.6,,0.1,82.0,Satisfactory
Jaipur,2020-04-13,54.42,97.14,6.31,12.71,15.81,16.77,0.25,8.34,46.92,0.47,1.08,,101.0,Moderate
Lucknow,2016-11-16,83.19,,7.76,22.14,3.29,,1.46,2.83,32.41,0.45,0.29,,146.0,Moderate
Patna,2015-10-17,85.91,,44.42,74.22,56.91,,1.35,31.24,1.31,1.35,6.58,3.87,310.0,Very Poor
Chennai,2017-03-21,56.15,,5.28,10.05,6.98,,0.72,29.84,47.77,0.0,0.12,,66.0,Satisfactory
Hyderabad,2017-01-08,34.26,,6.93,8.52,19.97,,0.62,9.99,13.94,0.43,3.45,1.5,70.0,Satisfactory
Bengaluru,2019-10-24,80.46,172.06,23.75,50.42,53.26,27.9,0.77,8.68,42.04,0.55,2.49,,202.0,Poor
Gurugram,2015-12-02,,,10.76,21.64,13.35,,0.96,8.36,15.54,,,,,
Gurugram,2015-05-18,28.7,,6.17,6.62,7.0,,0.35,1.84,33.3,,,,50.0,Good
Hyderabad,2019-04-04,73.13,117.04,5.97,96.5,19.65,6.41,0.8,8.27,33.84,1.55,11.65,5.19,48.0,Good
Delhi,2019-09-29,34.14,140.8,4.72,18.36,15.64,9.08,0.87,14.48,21.68,3.13,36.56,0.63,140.0,Moderate
Delhi,2018-08-23,81.64,104.66,19.04,35.64,32.15,34.15,0.89,11.31,32.92,2.53,9.08,0.0,139.0,Moderate
Delhi,2016-05-10,69.53,182.45,12.35,35.05,41.27,84.47,1.05,22.07,56.26,0.78,5.13,0.0,193.0,Moderate
Gurugram,2018-12-30,277.74,,51.15,80.14,105.74,,1.31,3.41,22.95,2.01,5.98,,493.0,Severe
Visakhapatnam,2020-04-11,34.8,119.92,12.13,48.01,34.88,15.71,0.93,7.96,30.72,6.66,10.51,4.05,130.0,Moderate
Lucknow,2017-06-09,47.93,,2.28,7.85,2.21,,1.37,5.97,13.9,2.58,10.04,,71.0,Satisfactory
Hyderabad,2020-04-11,65.98,106.77,9.05,28.53,4.4,14.46,0.41,27.02,42.42,0.26,3.12,0.68,156.0,Moderate
Bengaluru,2018-10-22,70.41,125.52,3.24,19.58,11.08,20.22,1.01,5.39,29.39,0.37,1.35,,161.0,Moderate
Bengaluru,2018-09-12,18.47,57.99,2.87,10.36,11.35,28.92,0.75,8.47,29.23,0.2,1.97,,77.0,Satisfactory
Hyderabad,2020-02-24,57.34,112.14,3.66,37.59,25.59,23.55,0.68,10.42,33.94,1.56,7.01,3.98,115.0,Moderate
Thiruvananthapuram,2018-10-14,57.42,88.68,10.55,20.53,22.77,7.25,1.29,9.88,21.1,,,,111.0,Moderate
Ahmedabad,2015-10-01,48.45,,27.42,35.79,45.69,,22.88,98.12,8.67,3.87,21.26,7.16,420.0,Severe
Amritsar,2017-06-25,26.91,82.97,21.67,45.26,,24.93,0.87,4.63,11.25,4.96,3.77,8.06,74.0,Satisfactory
Thiruvananthapuram,2019-11-13,39.48,87.07,1.64,8.71,5.56,4.29,0.91,5.0,44.78,,,,100.0,Satisfactory
Ahmedabad,2018-07-16,22.92,64.88,4.5,22.67,15.44,,1.14,31.18,23.52,2.18,4.82,1.8,89.0,Satisfactory
Shillong,2019-02-19,11.48,40.0,0.15,1.82,1.07,8.81,0.17,4.33,8.79,0.26,0.21,,80.0,Satisfactory
Amritsar,2020-04-24,5.53,33.72,11.74,10.54,28.47,8.29,0.39,14.36,18.4,1.59,1.12,1.98,71.0,Satisfactory
Gurugram,2016-06-16,61.13,,10.14,12.74,9.36,,12.9,3.03,43.23,,,,191.0,Moderate
Chennai,2016-03-25,78.65,,3.65,11.21,11.73,7.03,2.48,3.65,32.97,,,,178.0,Moderate
Gurugram,2019-05-06,111.88,,10.27,19.31,21.87,,0.57,6.23,3.01,2.31,,,260.0,Poor
Lucknow,2017-06-27,41.46,,8.84,38.34,,,1.44,4.35,52.85,2.7,12.09,,127.0,Moderate
Patna,2015-07-15,,,44.32,14.7,40.28,,3.5,7.02,5.84,6.55,33.92,24.09,,
Patna,2015-06-06,,,39.15,44.69,66.34,,1.53,6.57,13.2,0.07,0.54,0.11,,
Patna,2015-07-06,,,19.48,16.66,36.37,,1.79,1.47,12.39,0.12,0.75,0.68,,
Patna,2015-06-14,,,26.99,27.91,42.52,,1.72,10.4,16.45,0.52,5.18,0.93,,
Talcher,2019-01-02,192.88,345.91,,,,54.25,0.0,41.12,9.35,0.0,,,390.0,Very Poor
Patna,2018-06-26,66.51,,14.8,22.68,15.61,,1.22,34.68,40.04,6.62,65.11,41.47,199.0,Moderate
Chennai,2018-02-07,67.59,,10.7,21.39,19.5,46.14,1.04,14.37,190.79,0.0,0.0,,154.0,Moderate
Brajrajnagar,2019-11-06,92.02,148.14,12.44,16.47,16.3,48.18,1.06,4.95,3.7,0.11,,,238.0,Poor
Patna,2019-12-23,165.9,,27.19,64.56,44.02,,0.7,47.81,19.82,2.09,44.1,15.19,378.0,Very Poor
Patna,2015-10-11,126.7,,2.51,3.01,2.42,,0.42,4.94,9.66,0.12,0.65,0.17,319.0,Very Poor
Patna,2018-06-08,49.91,,47.42,31.36,33.71,,1.1,27.7,18.75,1.45,14.15,5.36,81.0,Satisfactory
Gurugram,2019-10-25,137.18,,36.82,16.66,33.9,,6.36,2.0,41.3,0.88,0.39,,308.0,Very Poor
Patna,2019-12-20,67.2,,23.43,32.34,47.07,,1.66,5.47,17.4,0.34,1.27,0.82,302.0,Very Poor
Lucknow,2016-12-21,188.26,,58.3,31.16,,,1.84,7.38,43.76,3.74,15.39,,356.0,Very Poor
Mumbai,2019-10-09,4.88,56.6,38.74,18.33,57.91,,1.86,15.53,15.35,1.09,,,99.0,Satisfactory
Patna,2017-01-25,136.69,,13.62,14.27,21.2,,1.14,9.58,18.86,0.1,0.48,0.14,308.0,Very Poor
Lucknow,2016-05-20,50.33,,12.24,13.23,,,1.3,5.22,19.02,1.44,3.27,,127.0,Moderate
Jaipur,2020-02-27,95.29,244.05,24.56,38.99,54.2,42.78,0.69,8.52,40.52,1.45,3.21,,229.0,Poor
Chennai,2019-05-29,95.92,,15.49,7.81,24.32,,0.81,4.4,19.58,1.53,7.18,,327.0,Very Poor
Lucknow,2016-04-28,133.36,,8.39,27.56,4.67,,1.43,13.51,17.9,0.79,1.19,,399.0,Poor
Chennai,2017-10-20,37.71,,13.02,13.28,14.86,94.71,1.19,6.78,58.16,4.63,9.87,,106.0,Moderate
Jaipur,2020-05-25,47.9,100.35,4.46,7.99,11.68,32.13,0.54,12.44,55.76,0.16,0.02,,105.0,Moderate
Amaravati,2019-04-10,69.4,207.98,8.7,42.39,31.48,41.47,0.12,6.35,41.39,0.33,5.92,0.14,278.0,Poor
Patna,2017-11-15,257.57,,32.74,52.57,57.15,,3.12,40.32,25.52,0.92,4.25,1.05,427.0,Severe
Mumbai,2015-02-14,,,,,33.56,,0.0,,,0.0,0.0,0.0,,
Gurugram,2015-09-24,43.8,,2.81,5.56,4.3,,0.43,5.41,27.65,,,,241.0,Poor
Hyderabad,2015-01-04,,,6.67,28.32,35.22,,0.0,7.16,32.89,0.01,0.24,0.02,,
Patna,2016-12-10,249.77,,35.44,41.02,80.52,,2.37,11.75,4.65,0.2,1.5,0.66,389.0,Very Poor
Bengaluru,2015-05-30,27.42,,2.9,6.11,6.57,4.77,2.28,1.92,22.57,0.86,1.4,,124.0,Moderate
Kochi,2019-04-21,29.75,38.87,51.06,16.0,47.87,8.42,1.15,22.51,10.76,,0.0,,58.0,Satisfactory
Patna,2019-04-29,88.87,184.66,36.3,54.76,32.49,,1.24,58.62,39.24,4.81,45.51,24.97,184.0,Moderate
Mumbai,2019-08-22,14.69,39.67,20.5,6.89,25.94,13.01,0.54,6.55,28.32,1.57,,,91.0,Satisfactory
Delhi,2018-06-15,75.4,172.96,34.69,39.23,89.49,25.83,1.57,6.7,31.08,4.77,30.1,0.65,240.0,Poor
Hyderabad,2016-01-10,47.5,123.1,5.05,55.3,24.6,7.87,0.79,11.58,40.41,2.64,15.72,8.19,139.0,Moderate
Jaipur,2019-11-22,89.24,177.74,32.52,49.45,68.26,47.74,0.77,16.6,52.81,3.52,19.0,,187.0,Moderate
Jaipur,2017-12-27,75.23,112.75,8.94,46.34,41.56,18.66,1.06,11.22,81.07,1.12,4.72,,145.0,Moderate
Lucknow,2018-08-16,49.86,,5.0,11.66,10.13,27.8,1.18,5.68,23.69,0.08,1.17,,105.0,Moderate
Ahmedabad,2015-09-07,62.41,,7.97,10.2,16.27,,11.35,11.77,45.33,0.0,3.47,0.06,172.0,Moderate
Mumbai,2019-10-23,13.07,37.18,30.25,13.54,44.84,17.83,0.45,18.99,18.31,1.68,,,81.0,Satisfactory
Patna,2017-01-07,192.27,,68.47,62.01,93.21,,2.3,22.5,18.64,1.17,6.55,3.55,362.0,Very Poor
Ahmedabad,2019-08-12,22.2,,29.72,90.89,69.4,,24.18,32.94,33.45,4.0,32.34,6.9,464.0,Severe
Lucknow,2016-08-02,39.62,,15.09,27.29,,,1.67,3.53,9.96,2.58,4.47,,99.0,Satisfactory
Lucknow,2017-02-25,67.43,,3.96,9.51,4.22,,1.16,4.98,32.38,4.21,5.15,,228.0,Poor
Amaravati,2020-06-23,10.9,27.21,0.42,18.34,12.05,1.78,0.89,8.17,30.82,0.07,1.9,0.13,39.0,Good
Amaravati,2018-02-13,52.6,112.17,1.2,7.14,5.57,6.64,0.14,17.01,52.3,0.1,0.36,0.1,121.0,Moderate
Amaravati,2019-05-23,26.53,54.08,3.73,19.7,17.16,10.03,0.88,21.47,20.92,0.65,1.96,0.11,47.0,Good
Bhopal,2017-10-04,26.3,80.82,4.74,10.89,7.34,7.67,0.53,10.32,28.21,,,,71.0,Satisfactory
Lucknow,2017-05-07,35.74,,11.14,26.39,,,1.14,6.25,38.43,3.53,7.92,,81.0,Satisfactory
Delhi,2019-07-28,44.75,126.54,10.38,26.62,23.98,48.25,0.93,10.61,51.04,1.43,11.95,0.27,111.0,Moderate
Amaravati,2018-07-18,19.34,25.53,2.05,5.95,4.49,1.14,0.61,16.38,36.6,0.03,0.02,0.1,50.0,Good
Guwahati,2019-08-26,54.44,67.2,7.01,17.61,26.26,11.62,0.64,14.6,4.12,0.27,,,97.0,Satisfactory
Chennai,2019-08-20,28.18,49.48,9.57,17.92,27.96,35.78,0.85,27.03,21.15,0.0,1.95,,99.0,Satisfactory
Visakhapatnam,2017-03-20,41.49,108.0,2.49,16.5,12.14,17.09,0.57,16.24,40.35,2.73,7.41,2.1,111.0,Moderate
Bengaluru,2018-08-01,33.62,,12.05,18.16,21.19,5.3,1.02,3.0,29.85,0.79,2.21,,52.0,Satisfactory
Lucknow,2017-01-11,268.5,,12.96,67.88,6.24,,2.5,6.76,21.96,0.88,3.73,,377.0,Very Poor
Chandigarh,2019-07-15,35.76,46.63,11.05,12.37,16.82,4.94,0.45,11.67,8.76,4.07,10.74,3.02,47.0,Good
Lucknow,2019-03-29,70.11,,17.28,35.17,42.42,26.27,1.08,7.79,6.75,1.28,6.37,,299.0,Poor
Lucknow,2017-10-28,29.24,,11.4,14.26,9.12,27.68,2.06,4.69,10.34,1.9,4.9,,90.0,Satisfactory
Kolkata,2017-09-07,55.82,137.87,2.53,62.13,40.18,21.6,0.55,14.22,31.69,3.19,7.49,,120.0,Moderate
Bengaluru,2017-06-07,16.89,52.63,4.0,10.19,6.24,,0.97,3.12,11.02,0.06,0.01,,63.0,Satisfactory
Hyderabad,2016-01-09,84.28,,11.12,27.91,27.34,80.18,0.62,5.76,17.04,0.63,2.55,0.4,171.0,Moderate
Thiruvananthapuram,2018-04-08,67.33,119.89,0.98,6.66,4.66,6.02,0.0,18.89,55.95,,,,157.0,Moderate
Ahmedabad,2018-09-12,43.0,,58.81,21.42,80.74,,17.65,33.04,,4.17,32.41,7.02,485.0,Severe
Bengaluru,2018-08-14,38.45,93.58,20.87,34.04,44.74,10.75,1.14,10.09,27.75,0.87,3.8,,107.0,Moderate
Lucknow,2019-07-05,39.65,,6.79,22.43,22.81,31.29,1.07,9.51,26.96,0.28,0.5,,54.0,Satisfactory
Lucknow,2015-06-12,382.27,,22.07,58.38,,,2.34,7.88,31.99,1.86,7.29,,375.0,Very Poor
Amaravati,2019-07-17,22.65,59.44,3.37,9.3,12.66,20.42,0.89,13.62,32.25,0.17,0.3,,60.0,Satisfactory
Coimbatore,2020-04-23,31.98,79.61,0.75,37.85,116.05,8.43,0.84,8.05,43.59,0.0,0.0,,82.0,Satisfactory
Kolkata,2020-04-25,28.82,33.16,4.27,10.5,17.48,12.65,0.36,5.29,34.53,2.14,5.67,0.65,47.0,Good
Ahmedabad,2018-03-08,39.58,,8.11,43.43,24.09,,9.87,68.75,43.57,2.85,46.55,1.13,186.0,Moderate
Amaravati,2018-10-30,77.81,123.73,3.95,27.4,16.12,16.83,0.87,13.98,27.66,0.09,0.88,0.15,155.0,Moderate
Bengaluru,2020-06-26,13.93,31.56,9.27,19.27,18.93,14.01,0.83,5.66,26.07,1.65,3.9,,55.0,Satisfactory
Delhi,2019-09-18,39.96,91.18,15.15,38.97,30.0,27.87,1.09,14.27,49.42,3.02,15.05,0.24,104.0,Moderate
Guwahati,2018-04-08,18.56,16.49,3.38,8.31,13.04,6.99,0.67,15.81,20.96,0.84,,,69.0,Satisfactory
Ahmedabad,2020-01-19,46.88,99.81,25.97,42.31,76.63,,27.22,25.92,52.57,3.94,16.02,0.65,912.0,Severe
Thiruvananthapuram,2019-12-25,31.86,82.8,1.1,11.49,6.54,9.9,1.02,3.18,32.41,,,,95.0,Satisfactory
Lucknow,2020-06-13,46.44,,5.77,16.97,18.52,10.67,1.01,5.19,37.98,5.06,5.88,,77.0,Satisfactory
Hyderabad,2015-01-14,,,10.0,15.95,25.53,,0.66,6.51,27.81,11.87,0.19,2.39,,
Patna,2019-02-06,121.29,,18.47,38.9,24.33,,1.23,39.68,42.5,4.15,45.22,16.89,217.0,Poor
Lucknow,2016-12-09,74.69,,2.99,41.32,,,4.4,13.11,11.17,5.32,3.95,,240.0,Poor
Patna,2019-10-30,79.03,,10.62,11.48,25.8,,1.39,3.88,55.98,0.25,0.71,0.54,136.0,Moderate
Chennai,2017-03-29,45.77,,7.64,11.18,15.2,,0.0,4.42,29.27,0.02,0.06,,88.0,Satisfactory
Visakhapatnam,2018-09-23,21.36,27.6,4.45,26.37,18.63,11.0,0.47,4.69,14.98,1.94,8.51,0.6,52.0,Satisfactory
Bengaluru,2020-01-13,16.84,28.89,6.73,25.54,14.38,11.08,0.52,2.58,20.49,1.99,1.49,,55.0,Satisfactory
Bengaluru,2016-07-06,18.49,52.07,14.83,28.34,28.82,13.85,0.78,4.68,32.74,0.52,1.19,,72.0,Satisfactory
Visakhapatnam,2018-12-26,27.3,36.14,4.38,49.18,32.56,5.05,2.69,17.98,6.22,4.28,6.52,4.12,49.0,Good
Visakhapatnam,2020-03-13,58.18,161.14,17.68,47.72,45.81,24.11,0.9,5.16,11.66,7.07,10.73,3.45,140.0,Moderate
Hyderabad,2019-12-22,38.51,96.74,12.47,35.92,21.2,92.05,0.85,6.92,41.93,1.88,13.01,1.8,82.0,Satisfactory
Chandigarh,2020-05-28,26.83,55.73,4.87,13.91,11.61,1.46,0.5,12.73,33.49,4.64,0.44,1.07,67.0,Satisfactory
Delhi,2018-12-06,96.55,500.85,90.38,68.47,99.81,29.84,1.53,10.53,42.33,5.59,31.09,1.89,465.0,Severe
Lucknow,2017-12-30,110.82,,19.2,81.58,49.17,68.12,1.62,10.65,38.14,1.36,0.62,,399.0,Very Poor
Thiruvananthapuram,2020-04-04,21.77,42.74,1.47,5.93,3.28,2.43,0.95,2.26,,,,,97.0,Satisfactory
Thiruvananthapuram,2019-10-22,12.29,21.64,4.84,4.79,3.89,3.04,0.89,5.6,34.84,,,,88.0,Satisfactory
Delhi,2017-03-14,213.47,459.05,44.23,70.54,8.38,6.77,5.8,17.41,21.13,3.27,7.85,,493.0,Severe
Bengaluru,2017-08-16,16.46,37.71,11.21,18.89,25.52,19.54,0.67,5.24,25.73,0.87,1.62,,67.0,Satisfactory
Lucknow,2016-03-16,140.01,,2.17,9.99,4.22,,0.48,6.23,32.82,5.34,0.0,,322.0,Very Poor
Amritsar,2018-10-10,25.5,22.05,9.82,10.39,12.28,13.49,0.36,6.19,21.09,1.3,1.1,8.71,70.0,Satisfactory
Bengaluru,2019-12-05,63.04,125.76,12.72,44.78,0.0,,0.44,5.0,13.56,0.63,0.62,,112.0,Moderate
Jaipur,2017-09-08,20.1,68.2,4.42,29.46,,23.09,0.82,10.24,11.2,1.06,2.52,,70.0,Satisfactory
Delhi,2019-09-11,33.66,63.17,16.35,18.65,14.25,7.87,0.3,,18.97,0.0,,,100.0,Satisfactory
Kolkata,2019-12-11,61.93,245.3,39.9,84.14,78.54,16.12,0.99,11.8,23.35,22.28,37.24,,201.0,Poor
Amaravati,2018-03-23,19.42,30.46,10.3,14.02,18.43,30.1,0.5,9.26,15.37,0.24,3.67,0.39,41.0,Good
Delhi,2019-12-03,148.15,411.84,56.28,45.85,115.01,37.07,1.61,13.49,27.14,5.57,37.19,0.94,365.0,Very Poor
Ahmedabad,2018-06-28,62.03,114.12,4.67,39.08,24.97,,11.47,137.03,24.71,4.08,32.35,6.94,77.0,Satisfactory
Amritsar,2017-08-12,43.27,93.19,6.19,3.47,9.77,12.97,0.74,10.66,32.01,1.3,1.1,8.82,99.0,Satisfactory
Hyderabad,2019-08-25,36.66,77.64,6.09,11.89,16.13,8.31,1.14,6.96,25.0,2.46,3.42,0.9,93.0,Satisfactory
Amritsar,2020-06-30,41.64,81.88,16.38,12.4,30.24,6.68,0.47,26.52,34.41,0.36,2.31,4.81,77.0,Satisfactory
Lucknow,2018-09-10,51.64,,8.1,31.23,18.17,32.01,1.18,7.53,13.15,0.93,3.12,,84.0,Satisfactory
Visakhapatnam,2016-12-09,98.54,134.68,13.79,80.07,51.01,13.01,0.87,4.81,4.88,2.84,10.08,4.2,99.0,Satisfactory
Ahmedabad,2018-08-13,40.71,96.23,23.02,88.36,48.82,,20.02,67.37,18.78,4.03,20.77,2.75,414.0,Severe
Jorapokhar,2019-04-23,44.51,116.55,7.88,9.13,,6.12,,12.23,19.45,,,,99.0,Satisfactory
Coimbatore,2019-11-06,66.6,73.56,6.21,4.84,11.04,3.7,1.52,10.19,14.58,0.01,0.12,,172.0,Moderate
Thiruvananthapuram,2019-02-19,62.49,144.08,2.85,6.52,4.72,,0.0,11.87,38.83,,,,122.0,Moderate
Lucknow,2018-04-04,65.51,,3.35,12.06,12.8,20.54,1.22,5.41,31.24,0.15,0.81,,114.0,Moderate
Amritsar,2017-12-24,65.17,158.61,18.87,23.56,29.88,15.62,1.2,2.53,55.49,7.9,1.44,16.9,194.0,Moderate
Guwahati,2019-05-26,19.55,74.85,2.73,9.48,12.93,6.52,0.41,13.04,51.12,0.0,,,97.0,Satisfactory
Amritsar,2020-04-19,36.31,109.81,13.44,11.59,22.75,19.29,0.61,5.95,44.53,1.3,1.1,8.71,135.0,Moderate
Chennai,2017-07-27,35.77,,11.76,15.97,17.39,8.24,0.71,6.51,24.44,1.34,0.47,,77.0,Satisfactory
Chennai,2019-08-30,122.47,,12.63,19.15,21.89,35.79,0.84,5.22,29.01,0.38,0.67,,381.0,Very Poor
Delhi,2019-11-25,159.4,249.54,59.7,34.69,18.65,14.11,0.37,40.65,21.71,1.77,4.38,,315.0,Very Poor
Gurugram,2019-05-02,40.99,125.75,11.72,21.31,24.28,,0.86,5.03,50.45,2.86,9.48,3.17,110.0,Moderate
Hyderabad,2015-12-22,32.37,68.29,6.93,3.6,10.17,19.3,0.88,7.11,31.39,1.95,7.09,1.24,108.0,Moderate
Chandigarh,2017-05-30,45.44,114.33,10.22,19.0,16.59,36.72,1.24,6.16,38.93,9.9,0.71,11.22,114.0,Moderate
Hyderabad,2016-12-12,51.21,135.59,10.13,53.52,29.78,24.42,1.41,14.36,34.01,2.3,12.82,4.85,114.0,Moderate
Ahmedabad,2018-12-29,101.95,,81.57,85.18,54.36,,35.39,35.95,46.76,4.07,32.33,6.9,898.0,Severe
Lucknow,2019-06-10,47.33,,3.29,11.29,7.59,44.98,1.14,5.67,37.63,15.47,6.83,,119.0,Moderate
Ahmedabad,2018-10-01,51.79,113.27,40.45,57.37,84.71,,47.46,103.68,63.19,3.94,16.02,0.88,115.0,Moderate
Kolkata,2019-01-11,93.39,227.57,19.23,59.19,59.05,22.04,0.66,10.75,50.94,21.13,42.43,2.82,217.0,Poor
Visakhapatnam,2020-05-11,73.42,152.66,5.96,59.34,34.32,13.08,0.87,16.12,34.43,5.92,14.85,3.98,156.0,Moderate
Hyderabad,2018-06-25,25.44,56.9,4.29,17.3,12.08,11.88,0.45,4.43,20.92,0.1,0.89,0.13,66.0,Satisfactory
Bengaluru,2019-10-07,39.76,60.39,14.09,42.27,34.41,18.85,1.57,4.5,51.69,1.24,1.64,,86.0,Satisfactory
Amritsar,2018-01-16,40.89,95.75,12.74,32.75,38.64,2.71,0.62,,32.77,4.24,2.14,11.42,133.0,Moderate
Chandigarh,2018-11-09,48.96,94.0,9.46,24.39,20.4,12.06,0.75,15.59,31.64,1.16,0.14,0.72,111.0,Moderate
Amaravati,2019-01-29,84.55,160.07,4.47,129.32,54.28,22.49,0.09,32.58,45.24,0.17,3.84,0.11,136.0,Moderate
Kolkata,2018-12-25,114.81,203.58,122.02,60.45,149.94,12.64,1.16,14.32,52.67,34.04,33.05,4.78,184.0,Moderate
Amritsar,2019-07-26,15.91,45.26,13.03,9.94,20.47,12.66,0.67,20.58,16.05,1.8,2.01,2.0,58.0,Satisfactory
Lucknow,2017-12-10,234.06,,31.7,62.46,58.96,31.38,1.69,6.22,21.39,3.35,6.84,,362.0,Very Poor
Thiruvananthapuram,2019-11-14,32.07,56.42,1.49,3.44,2.68,46.36,0.95,1.57,16.54,,,,63.0,Satisfactory
Visakhapatnam,2020-06-25,17.16,45.42,11.5,26.84,29.31,1.46,0.86,6.7,19.27,4.62,11.22,2.39,81.0,Satisfactory
Delhi,2018-08-15,132.19,316.25,53.87,51.85,85.57,52.26,2.57,8.73,24.34,4.49,35.24,1.09,404.0,Severe
Ahmedabad,2018-08-05,9.95,30.25,95.72,92.26,62.45,,51.47,112.51,,3.94,16.02,0.65,355.0,Very Poor
Thiruvananthapuram,2019-09-25,17.86,55.88,3.08,7.06,6.33,3.66,1.09,6.24,17.06,,,,54.0,Satisfactory
Amaravati,2019-07-10,26.44,55.73,2.32,5.87,4.94,6.08,0.37,9.84,23.21,0.97,5.33,0.27,84.0,Satisfactory
Amritsar,2019-11-25,10.61,46.89,13.43,9.68,32.26,87.17,0.47,3.08,32.93,5.45,1.84,6.85,57.0,Satisfactory
Thiruvananthapuram,2019-08-18,16.45,46.93,1.79,5.19,3.15,0.79,0.62,4.38,80.0,,,,68.0,Satisfactory
Amritsar,2019-10-21,22.01,44.85,23.12,13.04,34.78,29.88,0.88,11.17,10.94,2.13,2.97,1.98,68.0,Satisfactory
Amritsar,2019-01-06,173.27,216.43,28.34,34.18,88.49,75.09,1.93,3.78,11.44,7.19,9.88,9.04,306.0,Very Poor
Patna,2017-06-26,23.73,,17.13,20.16,22.15,,1.06,21.95,15.21,1.53,15.32,5.6,,
Patna,2016-03-15,70.95,,85.64,16.55,89.11,,2.02,5.73,13.1,1.27,1.05,1.36,,
Gurugram,2016-05-15,107.15,,7.98,11.45,,,0.58,7.61,32.19,0.04,3.4,,218.0,Poor
Gurugram,2016-04-25,51.36,,8.23,28.8,28.17,,0.92,15.4,49.45,,,,118.0,Moderate
Jorapokhar,2018-04-15,,,,,,,0.0,,,,,,,
Mumbai,2018-04-02,,,,,142.11,,1.61,,,0.0,0.0,0.0,,
Patna,2015-06-12,,,53.63,24.78,145.08,,2.02,3.72,14.95,0.18,0.7,0.47,,
Jorapokhar,2016-11-10,60.56,261.39,9.07,10.46,,6.65,,52.06,43.55,,,,,
Gurugram,2016-08-14,22.37,,3.57,7.33,5.41,,0.34,2.79,,,,,123.0,Moderate
Patna,2017-01-03,89.01,,18.58,17.87,44.32,,1.25,4.25,17.0,0.18,0.65,0.53,160.0,Moderate
Delhi,2017-09-11,,103.66,37.06,37.22,8.31,,0.0,,41.28,0.26,0.0,,98.0,Satisfactory
Chennai,2016-10-07,37.75,,2.94,10.37,8.96,,0.0,2.62,25.5,0.03,0.0,,54.0,Satisfactory
Jaipur,2018-10-16,57.03,136.19,27.56,15.08,,20.86,0.64,10.29,35.31,0.0,0.23,,126.0,Moderate
Hyderabad,2015-08-23,48.91,,10.9,11.68,23.89,,0.84,6.35,65.69,1.38,4.12,0.97,217.0,Poor
Delhi,2015-09-02,46.53,238.6,23.62,48.27,56.49,9.92,1.24,9.21,41.0,3.5,10.72,,213.0,Poor
Patna,2017-07-08,33.71,,12.5,99.72,15.14,,1.34,44.74,15.6,0.53,2.89,1.59,73.0,Satisfactory
Gurugram,2020-03-04,59.39,78.9,4.0,39.3,36.32,56.0,0.84,18.55,34.62,0.0,0.0,,127.0,Moderate
Gurugram,2020-06-20,27.42,47.58,8.37,12.56,16.02,,0.5,0.98,47.9,16.07,,,119.0,Moderate
Gurugram,2015-10-14,58.85,,13.18,5.27,10.87,4.9,0.64,5.26,44.98,,,,117.0,Moderate
Bengaluru,2015-08-28,29.62,,6.57,10.49,15.0,29.25,8.89,1.66,6.36,,4.12,,157.0,Moderate
Patna,2016-09-15,60.45,,12.31,13.28,29.34,,1.26,4.52,17.93,0.16,1.26,0.48,120.0,Moderate
Chennai,2015-11-09,65.94,,7.9,23.13,18.55,113.03,1.09,7.98,54.65,0.32,0.37,,112.0,Moderate
Jaipur,2018-11-19,70.27,100.19,17.86,28.3,44.46,12.49,0.53,10.82,15.15,0.57,2.9,,143.0,Moderate
Talcher,2020-04-04,57.15,114.73,17.84,11.01,19.07,16.53,1.33,22.22,10.86,0.0,,,107.0,Moderate
Gurugram,2015-10-10,58.11,,24.65,31.23,,,6.93,7.26,9.77,5.99,25.14,,462.0,Severe
